pos,cog_axis,cog_value,unity_time,unity_state,unity_av,unity_mav,unity_lv,unity_mlv
5/7/7/7/7/4/7/7/7 3 3,Z,2,0.4404297,BLOCK,0.7294485,7,0.814765,1E+16
1/7/7/7/7/5/7/7/7 3 3,X,-2,0.8203125,PLANE,0.2132255,7,0.1617232,1E+16
5/7/7/7/7/1/7/7/7 3 3,Z,-2,0.4399414,BLOCK,0.5576709,7,0.7663317,1E+16
1/7/7/7/7/3/7/7/7 3 3,X,-2,0.8203125,PLANE,0.2330213,7,0.1865233,1E+16
1/7/7/7/7/7/6/7/7 3 3,X,-2.0869565217391304347826086956,0.7998047,PLANE,0.3284742,7,0.2124597,1E+16
5/7/7/7/7/7/4/7/7 3 3,X,2,0.3999023,BLOCK,0.4351452,7,0.6127887,1E+16
1/7/7/7/7/7/5/7/7 3 3,X,-2,0.8198242,PLANE,0.4699844,7,0.3404499,1E+16
5/7/7/7/7/7/1/7/7 3 3,X,-2,0.3999023,BLOCK,0.3898378,7,0.6399664,1E+16
1/7/7/7/7/7/3/7/7 3 3,X,-1.9130434782608695652173913044,0.8198242,PLANE,0.5175933,7,0.2873115,1E+16
1/7/7/7/7/7/7/6/7 3 3,X,-2,0.800293,PLANE,0.360161,7,0.3174988,1E+16
5/7/7/7/7/7/7/4/7 3 3,Z,2,0.3798828,BLOCK,0.0629854,7,0.3053922,1E+16
1/7/7/7/7/7/7/5/7 3 3,X,-2,0.7998047,PLANE,0.3459969,7,0.2704271,1E+16
5/7/7/7/7/7/7/1/7 3 3,Z,-2,0.3603516,BLOCK,0.3668025,7,0.4347291,1E+16
1/7/7/7/7/7/7/3/7 3 3,X,-2,0.7998047,PLANE,0.3877995,7,0.2443645,1E+16
1/7/7/7/7/7/7/7/6 3 3,X,-2.0869565217391304347826086956,0.7597656,PLANE,0.3205232,7,0.2714672,1E+16
1/7/7/7/7/7/7/7/5 3 3,X,-2,0.800293,PLANE,0.2540866,7,0.1655133,1E+16
1/7/7/7/7/7/7/7/3 3 3,X,-1.9130434782608695652173913044,0.7998047,PLANE,0.4267438,7,0.2901144,1E+16
3/4/7/7/7/7/7/7/7 3 3,Z,2,0.7197266,BLOCK,0.5967042,7,0.4958337,1E+16
3/1/7/7/7/7/7/7/7 3 3,Z,-2,0.7207031,BLOCK,0.5570573,7,0.2329022,1E+16
3/3/7/3/7/7/7/7/7 3 3,X,-0.5,300.0195,TIMEOUT,0.02267326,7,0.01790577,1E+16
3/3/7/7/7/5/7/7/7 3 3,X,-0.5,300.0195,TIMEOUT,0.01842463,7,0.01296203,1E+16
3/3/7/7/7/7/3/7/7 3 3,Z,-0.5,300.0205,TIMEOUT,0.0302614,7,0.01447634,1E+16
3/3/7/7/7/7/7/5/7 3 3,X,-0.5,300.0205,TIMEOUT,0.03873212,7,0.02529365,1E+16
3/7/4/7/7/7/7/7/7 3 3,X,2,0.3408203,BLOCK,0.4050319,7,0.9706361,1E+16
3/7/1/7/7/7/7/7/7 3 3,X,-2,0.6601563,BLOCK,0.6512159,7,0.5306804,1E+16
3/7/7/4/7/7/7/7/7 3 3,Z,2,0.5791016,BLOCK,0.8648409,7,0.6011014,1E+16
3/7/7/1/7/7/7/7/7 3 3,Z,-2,0.5400391,BLOCK,0.5515893,7,0.5904814,1E+16
3/7/7/7/4/7/7/7/7 3 3,X,2,0.3798828,BLOCK,0.4505065,7,0.7882814,1E+16
3/7/7/7/1/7/7/7/7 3 3,X,-2,0.5195313,BLOCK,0.6948987,7,0.7049822,1E+16
3/7/7/7/7/4/7/7/7 3 3,Z,2,0.4404297,BLOCK,1.20209,7,0.7404602,1E+16
3/7/7/7/7/1/7/7/7 3 3,Z,-2,0.4199219,BLOCK,0.7239878,7,0.7513347,1E+16
3/7/7/7/7/7/4/7/7 3 3,X,2,0.3798828,BLOCK,0.1358929,7,0.2585199,1E+16
3/7/7/7/7/7/1/7/7 3 3,X,-2,0.4199219,BLOCK,0.3397439,7,0.6450571,1E+16
3/3/7/7/7/7/7/6/7 3 3,Z,-0.55,15.31934,PLANE,0.2551819,7,0.2319653,1E+16
3/7/7/7/7/7/7/4/7 3 3,Z,2,0.3798828,BLOCK,0.1524544,7,0.2968087,1E+16
3/7/7/7/7/7/7/1/7 3 3,Z,-2,0.3798828,BLOCK,0.175983,7,0.4136982,1E+16
7/4/6/7/7/7/7/7/7 3 3,Z,2,0.7392578,BLOCK,0.6170167,7,0.3562894,1E+16
7/6/4/7/7/7/7/7/7 3 3,X,2,0.6806641,BLOCK,0.5556368,7,0.4433176,1E+16
7/4/5/7/7/7/7/7/7 3 3,Z,2,0.7197266,BLOCK,0.494822,7,0.3195482,1E+16
7/6/1/7/7/7/7/7/7 3 3,X,-2,0.6806641,BLOCK,0.6126189,7,0.4515738,1E+16
7/4/3/7/7/7/7/7/7 3 3,Z,2,0.7607422,BLOCK,0.6763231,7,0.4111609,1E+16
7/4/7/6/7/7/7/7/7 3 3,Z,1.9,0.7402344,BLOCK,0.2599564,7,0.3174525,1E+16
7/6/7/4/7/7/7/7/7 3 3,Z,2,0.5996094,BLOCK,0.6748585,7,0.5136416,1E+16
7/4/7/5/7/7/7/7/7 3 3,Z,2,0.7197266,BLOCK,0.6097162,7,0.2300165,1E+16
7/6/7/1/7/7/7/7/7 3 3,Z,-2,0.3203125,BLOCK,0.5857293,7,1.181317,1E+16
7/4/7/3/7/7/7/7/7 3 3,Z,2.1,0.3994141,BLOCK,0.4248712,7,0.390335,1E+16
7/4/7/7/6/7/7/7/7 3 3,Z,2,0.7197266,BLOCK,0.5989331,7,0.2787297,1E+16
7/6/7/7/4/7/7/7/7 3 3,X,2,0.5,BLOCK,0.642116,7,0.6779902,1E+16
7/4/7/7/5/7/7/7/7 3 3,Z,2,0.7597656,BLOCK,0.3198649,7,0.234323,1E+16
7/6/7/7/1/7/7/7/7 3 3,X,-2,0.4599609,BLOCK,0.6651499,7,0.6391161,1E+16
7/4/7/7/3/7/7/7/7 3 3,Z,2,0.7597656,BLOCK,0.5448428,7,0.459164,1E+16
7/4/7/7/7/6/7/7/7 3 3,Z,1.9,0.7597656,BLOCK,0.5723581,7,0.2998252,1E+16
7/6/7/7/7/4/7/7/7 3 3,Z,2,0.4394531,BLOCK,0.6228989,7,0.798887,1E+16
7/4/7/7/7/5/7/7/7 3 3,Z,2,0.7402344,BLOCK,0.4842981,7,0.3672116,1E+16
7/6/7/7/7/1/7/7/7 3 3,Z,-2,0.3603516,BLOCK,0.4565078,7,0.5384355,1E+16
7/4/7/7/7/3/7/7/7 3 3,Z,2.1,0.5595703,BLOCK,0.5030564,7,0.4167338,1E+16
7/4/7/7/7/7/6/7/7 3 3,Z,2,0.7597656,BLOCK,0.5299703,7,0.4326716,1E+16
7/6/7/7/7/7/4/7/7 3 3,X,2,0.4003906,BLOCK,0.3664361,7,0.6801503,1E+16
7/4/7/7/7/7/5/7/7 3 3,Z,2,0.7392578,BLOCK,0.5768115,7,0.3649934,1E+16
7/6/7/7/7/7/1/7/7 3 3,X,-2,0.3994141,BLOCK,0.3026412,7,0.5864078,1E+16
7/4/7/7/7/7/3/7/7 3 3,Z,2,0.7402344,BLOCK,0.4669378,7,0.4164343,1E+16
7/4/7/7/7/7/7/6/7 3 3,Z,1.9,0.7197266,BLOCK,0.4606478,7,0.2325331,1E+16
7/6/7/7/7/7/7/4/7 3 3,Z,2,0.3798828,BLOCK,0.4926369,7,0.588383,1E+16
7/4/7/7/7/7/7/5/7 3 3,Z,2,0.7607422,BLOCK,0.4675971,7,0.4082397,1E+16
7/6/7/7/7/7/7/1/7 3 3,Z,-2,0.359375,BLOCK,0.0450881,7,0.1595811,1E+16
7/4/7/7/7/7/7/3/7 3 3,Z,2.1,0.7197266,BLOCK,0.526933,7,0.3751309,1E+16
7/4/7/7/7/7/7/7/6 3 3,Z,2,0.6806641,BLOCK,0.6616505,7,0.440408,1E+16
7/4/7/7/7/7/7/7/5 3 3,Z,2,0.7597656,BLOCK,0.6573698,7,0.4225974,1E+16
7/4/7/7/7/7/7/7/3 3 3,Z,2,0.7207031,BLOCK,0.4652253,7,0.3887635,1E+16
7/1/6/7/7/7/7/7/7 3 3,Z,-2,0.7597656,BLOCK,0.6758007,7,0.3531406,1E+16
7/5/4/7/7/7/7/7/7 3 3,X,2,0.6601563,BLOCK,0.6532636,7,0.4593858,1E+16
7/1/5/7/7/7/7/7/7 3 3,Z,-2,0.7207031,BLOCK,0.4545424,7,0.3478864,1E+16
7/5/1/7/7/7/7/7/7 3 3,X,-2,0.6796875,BLOCK,0.5485106,7,0.512514,1E+16
7/1/3/7/7/7/7/7/7 3 3,Z,-2,0.7617188,BLOCK,0.5852258,7,0.4209293,1E+16
7/1/7/6/7/7/7/7/7 3 3,Z,-2.1,0.3808594,BLOCK,0.05834686,7,0.1610085,1E+16
7/5/7/4/7/7/7/7/7 3 3,Z,2,0.640625,BLOCK,0.6208161,7,0.6292866,1E+16
7/1/7/5/7/7/7/7/7 3 3,Z,-2,0.8203125,BLOCK,0.4639471,7,0.3589191,1E+16
7/5/7/1/7/7/7/7/7 3 3,Z,-2,0.6015625,BLOCK,0.7298214,7,0.4694895,1E+16
7/1/7/3/7/7/7/7/7 3 3,Z,-1.9,0.8203125,BLOCK,0.1519031,7,0.315917,1E+16
7/1/7/7/6/7/7/7/7 3 3,Z,-2,0.7597656,BLOCK,0.4637211,7,0.3802654,1E+16
7/5/7/7/4/7/7/7/7 3 3,X,2,0.4804688,BLOCK,0.9045159,7,0.5714572,1E+16
7/1/7/7/5/7/7/7/7 3 3,Z,-2,0.7402344,BLOCK,0.5928,7,0.4028931,1E+16
7/5/7/7/1/7/7/7/7 3 3,X,-2,0.4804688,BLOCK,0.5379999,7,0.7374043,1E+16
7/1/7/7/3/7/7/7/7 3 3,Z,-2,0.7207031,BLOCK,0.5914742,7,0.2997971,1E+16
7/1/7/7/7/6/7/7/7 3 3,Z,-2.1,0.5800781,BLOCK,0.4053247,7,0.2295771,1E+16
7/5/7/7/7/4/7/7/7 3 3,Z,2,0.4609375,BLOCK,0.6424816,7,0.8305539,1E+16
7/1/7/7/7/5/7/7/7 3 3,Z,-2,0.71875,BLOCK,0.4971477,7,0.3737973,1E+16
7/5/7/7/7/1/7/7/7 3 3,Z,-2,0.4414063,BLOCK,0.6604991,7,0.8358058,1E+16
7/1/7/7/7/3/7/7/7 3 3,Z,-1.9,0.7402344,BLOCK,0.3520626,7,0.1901733,1E+16
7/1/7/7/7/7/6/7/7 3 3,Z,-2,0.78125,BLOCK,0.2595139,7,0.2532484,1E+16
7/5/7/7/7/7/4/7/7 3 3,X,2,0.3984375,BLOCK,0.2761151,7,0.5357405,1E+16
7/1/7/7/7/7/5/7/7 3 3,Z,-2,0.71875,BLOCK,0.4595104,7,0.3413489,1E+16
7/5/7/7/7/7/1/7/7 3 3,X,-2,0.4003906,BLOCK,0.4940819,7,0.6876927,1E+16
7/1/7/7/7/7/3/7/7 3 3,Z,-2,0.8007813,BLOCK,0.4511736,7,0.4187166,1E+16
7/1/7/7/7/7/7/6/7 3 3,Z,-2.1,0.6992188,BLOCK,0.4548157,7,0.3583099,1E+16
7/5/7/7/7/7/7/4/7 3 3,Z,2,0.3789063,BLOCK,0.1685528,7,0.387161,1E+16
7/1/7/7/7/7/7/5/7 3 3,Z,-2,0.7011719,BLOCK,0.6010829,7,0.2729677,1E+16
7/5/7/7/7/7/7/1/7 3 3,Z,-2,0.3808594,BLOCK,0.1794692,7,0.3389785,1E+16
7/1/7/7/7/7/7/3/7 3 3,Z,-1.9,0.71875,BLOCK,0.6738426,7,0.4019942,1E+16
7/1/7/7/7/7/7/7/6 3 3,Z,-2,0.6796875,BLOCK,0.7037068,7,0.4182303,1E+16
7/1/7/7/7/7/7/7/5 3 3,Z,-2,0.7011719,BLOCK,0.6018829,7,0.4134147,1E+16
7/1/7/7/7/7/7/7/3 3 3,Z,-2,0.6796875,BLOCK,0.6011842,7,0.3790021,1E+16
7/3/4/7/7/7/7/7/7 3 3,X,2,0.6816406,BLOCK,0.5690356,7,0.5871986,1E+16
7/3/1/7/7/7/7/7/7 3 3,X,-2,0.6796875,BLOCK,0.542436,7,0.4148684,1E+16
7/3/7/4/7/7/7/7/7 3 3,Z,2,0.3398438,BLOCK,0.5499169,7,0.7150908,1E+16
7/3/7/1/7/7/7/7/7 3 3,Z,-2,0.6191406,BLOCK,0.7249509,7,0.5869801,1E+16
7/3/7/7/4/7/7/7/7 3 3,X,2,0.4589844,BLOCK,0.6271619,7,0.5150298,1E+16
6/3/7/7/5/7/7/7/7 3 3,X,0.5,300.0195,TIMEOUT,0.08908445,7,0.06783543,1E+16
7/3/7/7/1/7/7/7/7 3 3,X,-2,0.4804688,BLOCK,0.6170386,7,0.6329272,1E+16
7/3/7/7/7/4/7/7/7 3 3,Z,2,0.359375,BLOCK,0.4119309,7,0.5241054,1E+16
7/3/7/7/7/1/7/7/7 3 3,Z,-2,0.4589844,BLOCK,1.151511,7,0.7521238,1E+16
7/3/7/7/7/7/4/7/7 3 3,X,2,0.4003906,BLOCK,0.5535098,7,0.7071741,1E+16
7/3/7/7/7/7/1/7/7 3 3,X,-2,0.4003906,BLOCK,0.4051149,7,0.628414,1E+16
7/3/7/7/7/7/7/4/7 3 3,Z,2,0.359375,BLOCK,0.1141475,7,0.1487505,1E+16
7/3/7/7/7/7/7/1/7 3 3,Z,-2,0.4003906,BLOCK,0.09385639,7,0.3412109,1E+16
7/3/3/7/7/7/7/7/6 3 3,X,-0.5588235294117647058823529412,300.0195,TIMEOUT,0.002997403,7,0.003767249,1E+16
7/3/6/7/7/7/7/7/3 3 3,X,0.5588235294117647058823529412,300.0195,TIMEOUT,0.0519071,7,0.03806117,1E+16
7/7/4/6/7/7/7/7/7 3 3,X,2,0.7011719,BLOCK,0.6047354,7,0.4915969,1E+16
7/7/6/4/7/7/7/7/7 3 3,Z,2,0.6015625,BLOCK,0.8205007,7,0.561158,1E+16
7/7/4/5/7/7/7/7/7 3 3,X,2,0.6992188,BLOCK,0.6797431,7,0.3560137,1E+16
7/7/6/1/7/7/7/7/7 3 3,Z,-2,0.5605469,BLOCK,0.7125971,7,0.6158286,1E+16
7/5/6/3/7/7/7/7/7 3 3,X,0.5,300.0195,TIMEOUT,0.002019513,7,0.0006664727,1E+16
7/7/4/3/7/7/7/7/7 3 3,X,2,0.6601563,BLOCK,0.6043102,7,0.2541475,1E+16
7/7/4/7/6/7/7/7/7 3 3,X,1.8823529411764705882352941176,0.6992188,BLOCK,0.6130038,7,0.4694231,1E+16
7/7/6/7/4/7/7/7/7 3 3,X,2,0.4589844,BLOCK,0.8157794,7,0.5583336,1E+16
7/7/4/7/5/7/7/7/7 3 3,X,2,0.7011719,BLOCK,0.718066,7,0.3790481,1E+16
7/7/6/7/1/7/7/7/7 3 3,X,-2,0.3398438,BLOCK,0.4645223,7,0.5526027,1E+16
7/7/4/7/3/7/7/7/7 3 3,X,2.1176470588235294117647058824,0.3984375,BLOCK,0.6861901,7,0.8169656,1E+16
7/7/4/7/7/6/7/7/7 3 3,X,2,0.7011719,BLOCK,0.4818313,7,0.4774594,1E+16
7/7/6/7/7/4/7/7/7 3 3,Z,2,0.4414063,BLOCK,0.508288,7,0.7252647,1E+16
7/7/4/7/7/5/7/7/7 3 3,X,2,0.6796875,BLOCK,0.5400432,7,0.367199,1E+16
7/7/6/7/7/1/7/7/7 3 3,Z,-2,0.4394531,BLOCK,1.139542,7,0.7612943,1E+16
7/7/4/7/7/3/7/7/7 3 3,X,2,0.6601563,BLOCK,0.6785954,7,0.1903887,1E+16
7/7/4/7/7/7/6/7/7 3 3,X,1.8823529411764705882352941176,0.7207031,BLOCK,0.5848921,7,0.4585963,1E+16
7/7/6/7/7/7/4/7/7 3 3,X,2,0.4003906,BLOCK,0.5342346,7,0.6838805,1E+16
7/7/4/7/7/7/5/7/7 3 3,X,2,0.640625,BLOCK,0.6056534,7,0.3135443,1E+16
7/7/6/7/7/7/1/7/7 3 3,X,-2,0.3808594,BLOCK,0.2352739,7,0.3808018,1E+16
7/7/4/7/7/7/3/7/7 3 3,X,2.1176470588235294117647058824,0.6601563,BLOCK,0.7312927,7,0.5521662,1E+16
7/7/4/7/7/7/7/6/7 3 3,X,2,0.6796875,BLOCK,0.6938023,7,0.4761549,1E+16
7/7/6/7/7/7/7/4/7 3 3,Z,2,0.3808594,BLOCK,0.1130617,7,0.2355078,1E+16
7/7/4/7/7/7/7/5/7 3 3,X,2,0.6601563,BLOCK,0.6428095,7,0.4332762,1E+16
7/7/6/7/7/7/7/1/7 3 3,Z,-2,0.3808594,BLOCK,0.107183,7,0.2935522,1E+16
7/7/4/7/7/7/7/3/7 3 3,X,2,0.6796875,BLOCK,0.636221,7,0.4769997,1E+16
7/7/4/7/7/7/7/7/6 3 3,X,1.8823529411764705882352941176,0.6796875,BLOCK,0.3750687,7,0.3832647,1E+16
7/7/4/7/7/7/7/7/5 3 3,X,2,0.6796875,BLOCK,0.6125175,7,0.6874165,1E+16
7/7/4/7/7/7/7/7/3 3 3,X,2.1176470588235294117647058824,0.6191406,BLOCK,0.6737145,7,0.4661696,1E+16
7/7/1/6/7/7/7/7/7 3 3,X,-2,0.6796875,BLOCK,0.5367618,7,0.5664415,1E+16
7/7/5/4/7/7/7/7/7 3 3,Z,2,0.5996094,BLOCK,0.7263265,7,0.5763486,1E+16
7/7/1/5/7/7/7/7/7 3 3,X,-2,0.6992188,BLOCK,0.5705116,7,0.4949461,1E+16
7/7/5/1/7/7/7/7/7 3 3,Z,-2,0.5996094,BLOCK,0.7627517,7,0.590205,1E+16
7/7/1/3/7/7/7/7/7 3 3,X,-2,0.6992188,BLOCK,0.5378943,7,0.5018545,1E+16
7/7/1/7/6/7/7/7/7 3 3,X,-2.1176470588235294117647058824,0.421875,BLOCK,0.3076943,7,0.6375661,1E+16
7/7/5/7/4/7/7/7/7 3 3,X,2,0.5,BLOCK,0.6941628,7,0.615215,1E+16
7/7/1/7/5/7/7/7/7 3 3,X,-2,0.6796875,BLOCK,0.6777005,7,0.2939323,1E+16
7/7/5/7/1/7/7/7/7 3 3,X,-2,0.5,BLOCK,0.4126217,7,0.6620684,1E+16
7/7/1/7/3/7/7/7/7 3 3,X,-1.8823529411764705882352941176,0.6992188,BLOCK,0.6679766,7,0.3999021,1E+16
7/7/1/7/7/6/7/7/7 3 3,X,-2,0.7011719,BLOCK,0.6912755,7,0.5166714,1E+16
7/7/5/7/7/4/7/7/7 3 3,Z,2,0.4199219,BLOCK,0.7787827,7,0.7707882,1E+16
7/7/1/7/7/5/7/7/7 3 3,X,-2,0.6796875,BLOCK,0.5435417,7,0.3485173,1E+16
7/7/5/7/7/1/7/7/7 3 3,Z,-2,0.4414063,BLOCK,0.5688754,7,0.8570473,1E+16
7/7/1/7/7/3/7/7/7 3 3,X,-2,0.7207031,BLOCK,0.5550291,7,0.555569,1E+16
7/7/1/7/7/7/6/7/7 3 3,X,-2.1176470588235294117647058824,0.640625,BLOCK,0.5351785,7,0.5551432,1E+16
7/7/5/7/7/7/4/7/7 3 3,X,2,0.4003906,BLOCK,0.4728543,7,0.67177,1E+16
7/7/1/7/7/7/5/7/7 3 3,X,-2,0.7011719,BLOCK,0.3961806,7,0.493544,1E+16
7/7/5/7/7/7/1/7/7 3 3,X,-2,0.3984375,BLOCK,0.3630547,7,0.6193752,1E+16
7/7/1/7/7/7/3/7/7 3 3,X,-1.8823529411764705882352941176,0.7011719,BLOCK,0.6786821,7,0.5748177,1E+16
7/7/1/7/7/7/7/6/7 3 3,X,-2,0.6796875,BLOCK,0.7066937,7,0.4592386,1E+16
7/7/5/7/7/7/7/4/7 3 3,Z,2,0.3789063,BLOCK,0.1757707,7,0.3438995,1E+16
7/7/1/7/7/7/7/5/7 3 3,X,-2,0.6992188,BLOCK,0.4003442,7,0.5288759,1E+16
7/7/5/7/7/7/7/1/7 3 3,Z,-2,0.3789063,BLOCK,0.1010798,7,0.3046245,1E+16
7/7/1/7/7/7/7/3/7 3 3,X,-2,0.6210938,BLOCK,0.6772222,7,0.4832779,1E+16
7/7/1/7/7/7/7/7/6 3 3,X,-2.1176470588235294117647058824,0.6191406,BLOCK,0.6396346,7,0.5698795,1E+16
7/7/1/7/7/7/7/7/5 3 3,X,-2,0.6601563,BLOCK,0.5793107,7,0.4861914,1E+16
