board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
6/3/7/3/7/6/6/6/7 3 3,Z,-0.6666666666666666666666666667,8.75,SLEEP,Z,0.133309,0.480696
6/3/7/3/7/6/6/5/7 3 3,Z,-0.5833333333333333333333333333,12.75,SLEEP,Z,0.1136176,0.3664652
6/3/7/3/7/6/6/3/7 3 3,Z,0.6428571428571428571428571429,9.25,SLEEP,Z,0.1583679,0.4621954
6/3/7/3/7/6/6/7/6 3 3,Z,-0.5833333333333333333333333333,5.25,SLEEP,Z,0.09568331,0.3164589
6/3/7/3/7/6/6/7/5 3 3,Z,-0.5833333333333333333333333333,9,SLEEP,Z,0.1481631,0.4937232
6/3/7/3/7/6/6/7/3 3 3,X,0.7,12.5,SLEEP,Z,0.1123336,0.4268766
6/3/7/3/7/7/2/6/7 3 3,Z,-0.5833333333333333333333333333,13.75,SLEEP,Z,0.123454,0.4398339
6/3/7/3/7/7/2/5/7 3 3,X,0.5,9.5,SLEEP,Z,0.1497237,0.50416
6/3/7/3/7/7/2/3/7 3 3,X,0.5,10.5,SLEEP,Z,0.1161705,0.4768464
6/3/7/3/7/7/2/7/6 3 3,Z,-0.5,9.5,SLEEP,Z,0.1678168,0.3838619
6/3/7/3/7/7/2/7/5 3 3,X,0.5,10.25,SLEEP,Z,0.1263631,0.5019532
6/3/7/3/7/7/2/7/3 3 3,X,0.552631578947368421052631579,9,SLEEP,Z,0.1245016,0.4364653
6/3/7/3/7/7/6/2/7 3 3,Z,-0.5,8,SLEEP,Z,0.1260513,0.4473608
6/3/7/3/7/7/6/6/6 3 3,Z,-0.5833333333333333333333333333,9.5,SLEEP,Z,0.1655086,0.534148
6/3/7/3/7/7/6/6/5 3 3,Z,-0.5833333333333333333333333333,5.75,SLEEP,Z,0.1413987,0.4795017
6/3/7/3/7/7/6/5/6 3 3,Z,-0.5,8.25,SLEEP,Z,0.1195576,0.3940416
6/3/7/3/7/7/6/5/5 3 3,Z,-0.5,7.25,SLEEP,Z,0.1131129,0.3970875
6/3/7/3/7/7/6/5/3 3 3,X,0.75,8,SLEEP,Z,0.13451,0.4744917
6/3/7/3/7/7/6/3/6 3 3,Z,-0.5,6.5,SLEEP,Z,0.09626998,0.2775396
6/3/7/3/7/7/6/3/5 3 3,X,0.5,5.75,SLEEP,Z,0.08120994,0.2649011
6/3/7/3/7/7/6/3/3 3 3,X,0.75,8.5,SLEEP,Z,0.1386148,0.4580471
6/3/7/3/7/7/6/7/4 3 3,Z,-0.5,7.25,SLEEP,Z,0.08548827,0.3179716
6/3/7/3/7/7/6/7/2 3 3,Z,-0.5,8,SLEEP,Z,0.08850135,0.3301093
6/3/7/3/7/7/6/7/1 3 3,X,0.75,8,SLEEP,Z,0.1461152,0.4802482
6/3/7/3/7/7/6/6/3 3 3,X,0.75,7.75,SLEEP,Z,0.1643859,0.5414539
6/3/7/3/7/6/5/6/7 3 3,Z,-0.6666666666666666666666666667,13.5,SLEEP,Z,0.1490675,0.589331
