board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
7/7/6/7/3/3/3/3/6 3 3,X,-0.75,3,SLEEP,Z,0.1749235,0.2148732
7/7/6/7/3/3/3/3/5 3 3,X,0.6538461538461538461538461538,4.5,SLEEP,Z,0.1389873,0.3155082
7/7/6/7/3/3/3/3/3 3 3,X,0.7307692307692307692307692308,4,SLEEP,Z,0.05500682,0.2007823
7/7/6/7/3/3/3/7/4 3 3,X,-0.75,2.5,SLEEP,Z,0.03432804,0.1025931
7/7/6/7/3/3/3/7/2 3 3,X,0.6538461538461538461538461538,2.5,SLEEP,Z,0.09178755,0.3284539
7/7/6/7/3/3/3/7/1 3 3,X,0.7307692307692307692307692308,3.5,SLEEP,Z,0.0607091,0.2401194
7/7/6/7/3/3/7/2/6 3 3,X,-0.625,1,SLEEP,Z,0.1031099,0.3629338
7/7/6/7/3/3/7/2/5 3 3,X,0.5769230769230769230769230769,3,SLEEP,Z,0.09440193,0.2282705
7/7/6/7/3/3/7/2/3 3 3,X,0.6538461538461538461538461538,4,SLEEP,Z,0.06410543,0.2143602
7/7/6/7/3/3/7/6/4 3 3,Z,-0.6666666666666666666666666666,1.5,SLEEP,Z,0.05008356,0.08516324
7/7/6/7/3/3/7/6/2 3 3,Z,-0.6666666666666666666666666666,4,SLEEP,Z,0.09549757,0.3253341
7/7/6/7/3/3/7/6/1 3 3,Z,-0.6666666666666666666666666666,4.5,SLEEP,Z,0.1100396,0.2959025
7/7/6/7/3/3/7/5/4 3 3,X,-0.625,1,SLEEP,Z,0.0248103,0.08428115
7/7/6/7/3/3/7/5/2 3 3,X,0.5769230769230769230769230769,1.5,SLEEP,Z,0.02571381,0.08452351
7/7/6/7/3/3/7/5/1 3 3,X,0.6538461538461538461538461538,3,SLEEP,Z,0.08016614,0.3408288
7/7/6/7/3/3/7/3/4 3 3,X,-0.625,2,SLEEP,Z,0.08235702,0.3358355
7/7/6/7/3/3/7/3/2 3 3,X,0.5769230769230769230769230769,3.5,SLEEP,Z,0.06846993,0.1930819
7/7/6/7/3/3/7/3/1 3 3,X,0.6538461538461538461538461538,2,SLEEP,Z,0.03386089,0.1539007
7/7/6/7/3/7/2/2/7 3 3,X,0.5769230769230769230769230769,2.5,SLEEP,Z,0.06513796,0.1976179
7/7/6/7/3/7/2/6/6 3 3,X,-0.625,2,SLEEP,Z,0.0988509,0.2143642
7/7/6/7/3/7/2/6/5 3 3,X,0.5769230769230769230769230769,3.5,SLEEP,Z,0.08249984,0.3200963
7/7/6/7/3/7/2/6/3 3 3,X,0.6538461538461538461538461538,2,SLEEP,Z,0.04441222,0.1980046
7/7/6/7/3/7/2/5/6 3 3,X,-0.625,1.5,SLEEP,Z,0.01545411,0.04508804
7/7/6/7/3/7/2/5/5 3 3,X,0.5769230769230769230769230769,2,SLEEP,Z,0.09607203,0.2208346
7/7/6/7/3/7/2/5/3 3 3,X,0.6538461538461538461538461538,4.5,SLEEP,Z,0.08217616,0.2665983
7/7/6/7/3/7/2/3/6 3 3,X,-0.625,2,SLEEP,Z,0.0864858,0.1627491
7/7/6/7/3/7/2/3/5 3 3,X,0.5769230769230769230769230769,3,SLEEP,Z,0.05096004,0.3275611
7/7/6/7/3/7/2/3/3 3 3,X,0.6538461538461538461538461538,4.5,SLEEP,Z,0.08684329,0.2787879
7/7/6/7/3/7/2/7/4 3 3,X,-0.625,1.5,SLEEP,Z,0.03693543,0.06869197
7/7/6/7/3/7/2/7/2 3 3,X,0.5769230769230769230769230769,2,SLEEP,Z,0.04817876,0.1458878
7/7/6/7/3/7/2/7/1 3 3,X,0.6538461538461538461538461538,5.5,SLEEP,Z,0.07852762,0.3113937
7/7/6/7/3/7/6/2/6 3 3,X,-0.75,1,SLEEP,Z,0.0221962,0.03627686
7/7/6/7/3/7/6/2/5 3 3,X,-0.625,2,SLEEP,Z,0.02505804,0.08348402
7/7/6/7/3/7/6/2/3 3 3,X,0.8333333333333333333333333333,3.5,SLEEP,Z,0.08268363,0.3210959
7/7/6/7/3/7/6/6/4 3 3,X,-0.75,0.5,SLEEP,Z,0.02569259,0.04766053
7/7/6/7/3/7/6/6/2 3 3,X,-0.625,2,SLEEP,Z,0.04567513,0.2965111
7/7/6/7/3/7/6/6/1 3 3,X,0.8333333333333333333333333333,3,SLEEP,Z,0.08751892,0.2687804
7/7/6/7/3/7/6/5/4 3 3,X,-0.75,2.5,SLEEP,Z,0.08904533,0.3457633
7/7/6/7/3/7/6/5/2 3 3,X,-0.625,2,SLEEP,Z,0.05400919,0.1731141
7/7/6/7/3/7/6/5/1 3 3,X,0.8333333333333333333333333333,2,SLEEP,Z,0.06403533,0.2135262
7/7/6/7/3/7/6/3/4 3 3,X,-0.75,3,SLEEP,Z,0.04266324,0.08266823
7/7/6/7/3/7/6/3/2 3 3,X,-0.625,2.5,SLEEP,Z,0.03931769,0.1460694
7/7/6/7/3/7/6/3/1 3 3,X,0.8333333333333333333333333333,3.5,SLEEP,Z,0.06057179,0.210019
7/7/6/7/3/7/5/2/6 3 3,X,-0.625,0.5,SLEEP,Z,0.05385397,0.0944005
7/7/6/7/3/7/5/2/5 3 3,X,0.5769230769230769230769230769,3,SLEEP,Z,0.04169045,0.1596914
7/7/6/7/3/7/5/2/3 3 3,X,0.6538461538461538461538461538,5,SLEEP,Z,0.1126949,0.3028007
7/7/6/7/3/7/5/6/4 3 3,X,-0.625,1.5,SLEEP,Z,0.01789292,0.06145214
7/7/6/7/3/7/5/6/2 3 3,X,0.5769230769230769230769230769,1,SLEEP,Z,0.04443349,0.2686705
7/7/6/7/3/7/5/6/1 3 3,X,0.6538461538461538461538461538,3,SLEEP,Z,0.08913006,0.2675585
7/7/6/7/3/7/5/5/4 3 3,X,-0.625,2,SLEEP,Z,0.03477283,0.1223268
7/7/6/7/3/7/5/5/2 3 3,X,0.5769230769230769230769230769,3.5,SLEEP,Z,0.08158173,0.2265232
7/7/6/7/3/7/5/5/1 3 3,X,0.6538461538461538461538461538,2,SLEEP,Z,0.08798008,0.2036723
7/7/6/7/3/7/5/3/4 3 3,X,-0.625,1,SLEEP,Z,0.0489825,0.1934561
7/7/6/7/3/7/5/3/2 3 3,X,0.5769230769230769230769230769,2,SLEEP,Z,0.05599681,0.1502179
7/7/6/7/3/7/5/3/1 3 3,X,0.6538461538461538461538461538,3,SLEEP,Z,0.03584232,0.1347764
7/7/6/7/3/7/3/2/6 3 3,X,-0.8333333333333333333333333333,1.5,SLEEP,Z,0.02398345,0.05147241
7/7/6/7/3/7/3/2/5 3 3,X,0.6538461538461538461538461538,3,SLEEP,Z,0.0890071,0.3299482
7/7/6/7/3/7/3/2/3 3 3,X,0.7307692307692307692307692308,4,SLEEP,Z,0.05630216,0.209834
7/7/6/7/3/7/3/6/4 3 3,X,-0.8333333333333333333333333333,2.5,SLEEP,Z,0.1075409,0.3533258
7/7/6/7/3/7/3/6/2 3 3,X,0.6538461538461538461538461538,3.5,SLEEP,Z,0.07597471,0.2644891
7/7/6/7/3/7/3/6/1 3 3,X,0.7307692307692307692307692308,4.5,SLEEP,Z,0.08662311,0.2797411
7/7/6/7/3/7/3/5/4 3 3,X,-0.8333333333333333333333333333,3,SLEEP,Z,0.1253657,0.3830759
7/7/6/7/3/7/3/5/2 3 3,X,0.6538461538461538461538461538,3.5,SLEEP,Z,0.08368134,0.2497641
