board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
3/3/7/7/7/5/3/7/4 3 3,X,-0.75,300.5,TIMEOUT,Z,0.06762964,0.0419208
3/3/7/5/7/5/7/5/5 3 3,X,-0.5,300.5,TIMEOUT,Z,0.0727484,0.03670254
3/3/7/7/3/5/7/5/5 3 3,Z,-0.5,300.5,TIMEOUT,Z,0.07871218,0.0280783
3/3/7/7/7/5/5/5/5 3 3,X,-0.5,300.5,TIMEOUT,Z,0.1080857,0.06412278
3/3/7/7/7/5/7/5/1 3 3,Z,-0.5,300.5,TIMEOUT,Z,0.02279064,0.01216106
3/3/7/3/7/5/7/5/3 3 3,Z,-0.5,300.5,TIMEOUT,Z,0.05410608,0.02548168
3/3/6/7/7/5/7/5/3 3 3,X,0.5666666666666666666666666666,300.5,TIMEOUT,Z,0.1370433,0.06813224
2/3/7/7/7/7/3/5/3 3 3,Z,-0.5,300.5,TIMEOUT,Z,0.1525386,0.1092409
3/7/2/2/7/6/7/7/7 3 3,X,-0.5,300.5,TIMEOUT,Z,0.06076215,0.03059842
3/7/2/4/6/7/7/7/7 3 3,Z,2,0.5,BLOCK,Z,0.8104534,0.7188735
3/7/2/6/4/7/7/7/7 3 3,X,2,0.5,BLOCK,X,1.184323,1.253592
3/7/2/4/5/7/7/7/7 3 3,Z,2,0.5,BLOCK,Z,0.7453298,0.8057783
3/7/2/6/1/7/7/7/7 3 3,X,-2,0.5,BLOCK,X,1.106101,1.037231
3/7/2/4/3/7/7/7/7 3 3,Z,2,0.5,BLOCK,Z,0.7588302,0.7220476
3/7/2/4/7/6/7/7/7 3 3,Z,1.8571428571428571428571428572,0.5,BLOCK,Z,0.6680892,0.6589692
3/7/2/6/7/4/7/7/7 3 3,Z,2,0.5,BLOCK,Z,1.255544,0.6460405
3/7/2/4/7/5/7/7/7 3 3,Z,2,0.5,BLOCK,Z,0.7189953,0.6889054
3/7/2/6/7/1/7/7/7 3 3,Z,-2,0.5,BLOCK,Z,1.242695,0.8233576
3/7/2/4/7/3/7/7/7 3 3,Z,2.1428571428571428571428571428,0.5,BLOCK,Z,1.362928,0.4775621
3/7/2/4/7/7/6/7/7 3 3,Z,2,1,BLOCK,Z,0.7697989,0.7956687
3/7/2/6/7/7/4/7/7 3 3,X,2,0.5,BLOCK,X,1.450681,1.025272
3/7/2/6/7/7/6/7/6 3 3,X,-0.6052631578947368421052631579,11.5,BLOCK,X,0.7227661,0.7540647
3/3/2/6/7/7/5/7/7 3 3,Z,-0.5588235294117647058823529412,300.5,TIMEOUT,Z,0.03398623,0.01790184
3/7/2/4/7/7/5/7/7 3 3,Z,2,0.5,BLOCK,Z,0.7382914,0.4457025
3/7/2/6/7/7/1/7/7 3 3,X,-2,0.5,BLOCK,X,1.428343,0.8216527
3/7/2/4/7/7/3/7/7 3 3,Z,2,0.5,BLOCK,Z,0.7697441,0.6737176
3/7/2/4/7/7/7/6/7 3 3,Z,1.8571428571428571428571428572,1,BLOCK,Z,0.7762678,0.6524122
3/7/2/6/7/7/7/4/7 3 3,Z,2,0,BLOCK,Z,0.1881181,0.3016377
3/7/2/4/7/7/7/5/7 3 3,Z,2,0.5,BLOCK,Z,0.7392189,0.6250041
3/7/2/6/7/7/7/1/7 3 3,Z,-2,0,BLOCK,Z,0.2830909,0.3401722
3/7/2/4/7/7/7/3/7 3 3,Z,2.1428571428571428571428571428,0.5,BLOCK,Z,0.8846642,0.5178701
3/7/2/4/7/7/7/7/6 3 3,Z,2,0.5,BLOCK,Z,0.7905058,0.744467
3/7/2/4/7/7/7/7/5 3 3,Z,2,0.5,BLOCK,Z,0.8433704,0.6300568
3/7/2/4/7/7/7/7/3 3 3,Z,2,0.5,BLOCK,Z,0.8700703,0.4064577
3/7/2/1/6/7/7/7/7 3 3,Z,-2,0.5,BLOCK,Z,0.7456813,0.7216223
3/7/2/5/4/7/7/7/7 3 3,X,2,0.5,BLOCK,X,1.151143,1.209347
3/7/2/1/5/7/7/7/7 3 3,Z,-2,0.5,BLOCK,Z,0.7404775,0.7938423
3/7/2/5/1/7/7/7/7 3 3,X,-2,0,BLOCK,X,0.7872022,0.7779471
3/7/2/1/3/7/7/7/7 3 3,Z,-2,1,BLOCK,Z,0.7604321,0.7089653
3/7/2/1/7/6/7/7/7 3 3,Z,-2.1428571428571428571428571428,0.5,BLOCK,Z,1.32473,0.7417858
3/7/2/5/7/4/7/7/7 3 3,Z,2,0.5,BLOCK,Z,1.208576,0.6484072
3/7/2/1/7/5/7/7/7 3 3,Z,-2,1,BLOCK,Z,0.8400017,0.7060983
3/7/2/5/7/1/7/7/7 3 3,Z,-2,0.5,BLOCK,Z,1.240252,0.7281209
3/7/2/1/7/3/7/7/7 3 3,Z,-1.8571428571428571428571428572,0.5,BLOCK,Z,0.6539477,0.6949958
3/7/2/1/7/7/6/7/7 3 3,Z,-2,0.5,BLOCK,Z,0.8393778,0.553872
3/7/2/5/7/7/4/7/7 3 3,X,2,0.5,BLOCK,X,1.440643,1.012029
3/7/2/1/7/7/5/7/7 3 3,Z,-2,0.5,BLOCK,Z,0.7549022,0.7552879
3/7/2/5/7/7/1/7/7 3 3,X,-2,0.5,BLOCK,X,1.422108,0.842033
3/7/2/1/7/7/3/7/7 3 3,Z,-2,0.5,BLOCK,Z,0.775225,0.6893646
3/7/2/1/7/7/7/6/7 3 3,Z,-2.1428571428571428571428571428,0.5,BLOCK,Z,0.8134009,0.6055532
3/7/2/5/7/7/7/4/7 3 3,Z,2,0.5,BLOCK,Z,1.664958,1.019381
3/7/2/1/7/7/7/5/7 3 3,Z,-2,0.5,BLOCK,Z,0.8855248,0.640065
3/7/2/5/7/7/7/1/7 3 3,Z,-2,0.5,BLOCK,Z,1.644479,1.049611
3/7/2/1/7/7/7/3/7 3 3,Z,-1.8571428571428571428571428572,0.5,BLOCK,Z,0.710351,0.7185849
3/6/2/5/7/7/7/7/6 3 3,X,-0.552631578947368421052631579,4.5,PLANE,X,0.7294493,0.5942959
3/7/2/1/7/7/7/7/6 3 3,Z,-2,0.5,BLOCK,Z,0.8191602,0.6605757
3/7/2/1/7/7/7/7/5 3 3,Z,-2,0.5,BLOCK,Z,0.850078,0.7992402
3/7/2/1/7/7/7/7/3 3 3,Z,-2,0.5,BLOCK,Z,0.8087087,0.6504969
3/7/2/3/4/7/7/7/7 3 3,X,2,0.5,BLOCK,X,1.250066,1.38578
3/7/2/3/1/7/7/7/7 3 3,X,-2,0.5,BLOCK,X,1.104999,1.026596
3/7/2/3/7/4/7/7/7 3 3,Z,2,0,BLOCK,Z,0.6886854,0.443601
3/7/2/3/7/1/7/7/7 3 3,Z,-2,0.5,BLOCK,Z,1.207132,0.5789216
3/7/2/3/7/7/4/7/7 3 3,X,2,0.5,BLOCK,X,1.428082,0.9801865
3/7/2/3/7/7/6/7/6 3 3,X,-0.6052631578947368421052631579,12.5,PLANE,X,0.6251145,0.4626182
3/7/2/3/7/7/1/7/7 3 3,X,-2,0.5,BLOCK,X,1.488159,0.8218455
