board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
5/7/3/5/7/5/7/3/3 3 3,Z,-0.5,2.5,SLEEP,Z,0.07260997,0.2013977
5/7/3/5/7/5/7/7/4 3 3,X,-0.5714285714285714285714285714,3,SLEEP,Z,0.09637586,0.3957387
5/7/3/5/7/5/7/7/2 3 3,X,-0.5,2.25,SLEEP,Z,0.06702132,0.2177256
5/7/3/5/7/5/7/7/1 3 3,X,-0.4285714285714285714285714286,2.5,SLEEP,Z,0.05045265,0.2958923
5/7/3/5/7/3/2/7/7 3 3,X,-0.5,4.25,SLEEP,Z,0.09459172,0.3080907
5/7/3/5/7/3/6/6/7 3 3,Z,-0.6428571428571428571428571429,3.25,SLEEP,Z,0.09047117,0.3188726
5/7/3/5/7/3/6/5/7 3 3,X,-0.5714285714285714285714285714,4.25,SLEEP,Z,0.08802852,0.2488183
5/7/3/5/7/3/6/3/7 3 3,X,-0.5714285714285714285714285714,4,SLEEP,Z,0.1214693,0.3737692
5/7/3/5/7/3/6/7/6 3 3,X,-0.6428571428571428571428571428,5,SLEEP,Z,0.1058045,0.3035862
5/7/3/5/7/3/6/7/5 3 3,X,-0.5714285714285714285714285714,4.25,SLEEP,Z,0.1143628,0.3474444
5/7/3/5/7/3/6/7/3 3 3,X,0.7,3,SLEEP,Z,0.1578684,0.2326448
5/7/3/5/7/3/5/6/7 3 3,Z,-0.6428571428571428571428571429,3.75,SLEEP,Z,0.07493758,0.2033039
5/7/3/5/7/3/5/5/7 3 3,X,-0.5,3.75,SLEEP,Z,0.1018762,0.1949108
5/7/3/5/7/3/5/3/7 3 3,X,-0.5,4.5,SLEEP,Z,0.07321232,0.2172752
5/7/3/5/7/3/5/7/6 3 3,X,-0.5714285714285714285714285714,4.25,SLEEP,Z,0.1208374,0.4227613
5/7/3/5/7/3/5/7/5 3 3,X,-0.5,3.75,SLEEP,Z,0.1023907,0.3974065
5/7/3/5/7/3/5/7/3 3 3,Z,-0.5,1,SLEEP,Z,0.06943375,0.3688178
5/7/3/5/7/3/3/6/7 3 3,Z,-0.6428571428571428571428571429,3.5,SLEEP,Z,0.1298849,0.4045695
5/7/3/5/7/3/3/5/7 3 3,Z,-0.5,2.25,SLEEP,Z,0.09426636,0.3633406
5/7/3/5/7/3/3/3/7 3 3,X,-0.5,2,SLEEP,Z,0.04702349,0.158908
5/7/3/5/7/3/3/7/6 3 3,X,-0.7,3.75,SLEEP,Z,0.1736605,0.4499451
5/7/3/5/7/3/3/7/5 3 3,Z,-0.5,3.25,SLEEP,Z,0.06934148,0.2244067
5/7/3/5/7/3/3/7/3 3 3,Z,-0.5,0.5,SLEEP,Z,0.03477962,0.1289854
5/7/3/5/7/3/7/2/7 3 3,X,-0.5,3,SLEEP,Z,0.09939755,0.3852952
5/7/3/5/7/3/7/6/6 3 3,Z,-0.6428571428571428571428571429,3.25,SLEEP,Z,0.1228866,0.4003451
5/7/3/5/7/3/7/6/5 3 3,Z,-0.6428571428571428571428571429,3,SLEEP,Z,0.1323621,0.3717517
5/7/3/5/7/3/7/6/3 3 3,Z,-0.6428571428571428571428571429,2.75,SLEEP,Z,0.1279216,0.1763296
5/7/3/5/7/3/7/5/6 3 3,X,-0.5714285714285714285714285714,3.25,SLEEP,Z,0.06908529,0.2355306
5/7/3/5/7/3/7/5/5 3 3,X,-0.5,3.5,SLEEP,Z,0.102176,0.3645359
5/7/3/5/7/3/7/5/3 3 3,Z,-0.5,3.25,SLEEP,Z,0.05772376,0.3556348
5/7/3/5/7/3/7/3/6 3 3,X,-0.5714285714285714285714285714,4,SLEEP,Z,0.08169945,0.2381838
5/7/3/5/7/3/7/3/5 3 3,X,-0.5,3.75,SLEEP,Z,0.1011089,0.3617171
5/7/3/5/7/3/7/3/3 3 3,Z,-0.5,2.5,SLEEP,Z,0.06765608,0.1948341
5/7/3/5/7/3/7/7/4 3 3,X,-0.5714285714285714285714285714,4.5,SLEEP,Z,0.09408426,0.3206013
5/7/3/5/7/3/7/7/2 3 3,X,-0.5,3.5,SLEEP,Z,0.05988729,0.2425953
5/7/3/5/7/3/7/7/1 3 3,Z,-0.5,2.25,SLEEP,Z,0.05206647,0.1722841
5/7/3/5/7/7/2/6/7 3 3,X,-0.5,3.25,SLEEP,Z,0.07579612,0.173547
5/7/3/5/7/7/2/5/7 3 3,X,-0.5,4.75,SLEEP,Z,0.1048188,0.3015164
5/7/3/5/7/7/2/3/7 3 3,X,-0.5,3,SLEEP,Z,0.06505933,0.1590744
5/7/3/5/7/7/2/7/6 3 3,X,-0.5714285714285714285714285714,4,SLEEP,Z,0.1326423,0.3996534
5/7/3/5/7/7/2/7/5 3 3,X,-0.5,2,SLEEP,Z,0.05078912,0.189315
5/7/3/5/7/7/2/7/3 3 3,X,-0.4285714285714285714285714286,2.25,SLEEP,Z,0.05570369,0.1451121
5/7/3/5/7/7/6/2/7 3 3,X,-0.5714285714285714285714285714,4.75,SLEEP,Z,0.09421491,0.2214358
5/7/3/5/7/7/6/6/6 3 3,X,-0.6428571428571428571428571428,6.75,SLEEP,Z,0.1379109,0.4031433
5/7/3/5/7/7/6/6/5 3 3,X,-0.5714285714285714285714285714,4.5,SLEEP,Z,0.09295686,0.2291466
5/7/3/5/7/7/6/6/3 3 3,X,0.75,4.5,SLEEP,Z,0.1358211,0.357296
5/7/3/5/7/7/6/5/6 3 3,X,-0.6428571428571428571428571428,5.25,SLEEP,Z,0.1215817,0.389972
5/7/3/5/7/7/6/5/5 3 3,X,-0.5714285714285714285714285714,3.75,SLEEP,Z,0.09003991,0.2746713
5/7/3/5/7/7/6/5/3 3 3,X,0.75,2.75,SLEEP,Z,0.09033086,0.1739962
5/7/3/5/7/7/6/3/6 3 3,X,-0.6428571428571428571428571428,3.5,SLEEP,Z,0.1171527,0.3488916
5/7/3/5/7/7/6/3/5 3 3,X,-0.5714285714285714285714285714,5,SLEEP,Z,0.1256165,0.3090276
5/7/3/5/7/7/6/3/3 3 3,X,0.75,3.5,SLEEP,Z,0.1127102,0.2672082
5/7/3/5/7/7/6/7/4 3 3,X,-0.6428571428571428571428571428,3.25,SLEEP,Z,0.1200592,0.3675077
5/7/3/5/7/7/6/7/2 3 3,X,-0.5714285714285714285714285714,3.25,SLEEP,Z,0.08164514,0.2574816
5/7/3/5/7/7/6/7/1 3 3,X,0.75,2,SLEEP,Z,0.1110236,0.3900399
5/7/3/5/7/7/5/2/7 3 3,X,-0.5,3,SLEEP,Z,0.0537557,0.1751407
5/7/3/5/7/7/5/6/6 3 3,X,-0.5714285714285714285714285714,3.5,SLEEP,Z,0.0808536,0.2329398
5/7/3/5/7/7/5/6/5 3 3,X,-0.5,3,SLEEP,Z,0.0904852,0.3775022
5/7/3/5/7/7/5/6/3 3 3,Z,0.5,2.25,SLEEP,Z,0.04658618,0.3407664
5/7/3/5/7/7/5/5/6 3 3,X,-0.5714285714285714285714285714,3.75,SLEEP,Z,0.1320357,0.4065498
5/7/3/5/7/7/5/5/5 3 3,X,-0.5,3,SLEEP,Z,0.04414655,0.1830808
5/7/3/5/7/7/5/5/3 3 3,X,-0.4285714285714285714285714286,2.75,SLEEP,Z,0.05037397,0.1727979
5/7/3/5/7/7/5/3/6 3 3,X,-0.5714285714285714285714285714,2.75,SLEEP,Z,0.100966,0.2313437
5/7/3/5/7/7/5/3/5 3 3,X,-0.5,3,SLEEP,Z,0.09527237,0.3587709
5/7/3/5/7/7/5/3/3 3 3,Z,-0.5,2.75,SLEEP,Z,0.04212149,0.1543581
5/7/3/5/7/7/5/7/4 3 3,X,-0.5714285714285714285714285714,5.5,SLEEP,Z,0.08728702,0.2892494
5/7/3/5/7/7/5/7/2 3 3,X,-0.5,4.75,SLEEP,Z,0.07585058,0.3329105
5/7/3/5/7/7/5/7/1 3 3,X,-0.4285714285714285714285714286,2.75,SLEEP,Z,0.03000199,0.3415821
5/7/3/5/7/7/3/2/7 3 3,X,-0.5,3.25,SLEEP,Z,0.08307537,0.1849648
5/7/3/5/7/7/3/6/6 3 3,X,-0.75,2.25,SLEEP,Z,0.1395785,0.4234104
5/7/3/5/7/7/3/6/5 3 3,X,-0.5,1.5,SLEEP,Z,0.08021473,0.3373191
5/7/3/5/7/7/3/6/3 3 3,Z,0.5,1.75,SLEEP,Z,0.08546263,0.3278167
5/7/3/5/7/7/3/5/6 3 3,X,-0.75,3.75,SLEEP,Z,0.1228676,0.4367786
5/7/3/5/7/7/3/5/5 3 3,X,-0.5,2.5,SLEEP,Z,0.1061211,0.4055125
5/7/3/5/7/7/3/5/3 3 3,X,-0.3571428571428571428571428572,2.5,SLEEP,Z,0.02272661,0.1485652
5/7/3/5/7/7/3/3/6 3 3,X,-0.75,5,SLEEP,Z,0.1100309,0.2809302
5/7/3/5/7/7/3/3/5 3 3,X,-0.5,3,SLEEP,Z,0.09056509,0.396614
5/7/3/5/7/7/3/3/3 3 3,Z,-0.5,2.5,SLEEP,Z,0.03666885,0.1643192
5/7/3/5/7/7/3/7/4 3 3,X,-0.75,3.5,SLEEP,Z,0.1336791,0.3154957
5/7/3/5/7/7/3/7/2 3 3,X,-0.5,2.25,SLEEP,Z,0.06857347,0.2037572
5/7/3/5/7/7/3/7/1 3 3,X,-0.3571428571428571428571428572,0.75,SLEEP,Z,0.04720739,0.316712
5/7/3/5/7/7/7/2/6 3 3,X,-0.5714285714285714285714285714,5,SLEEP,Z,0.08126021,0.313062
5/7/3/5/7/7/7/2/5 3 3,X,-0.5,3,SLEEP,Z,0.07648914,0.3636737
5/7/3/5/7/7/7/2/3 3 3,X,-0.4285714285714285714285714286,2.5,SLEEP,Z,0.04588039,0.1657608
5/7/3/5/7/7/7/6/4 3 3,X,-0.5714285714285714285714285714,3,SLEEP,Z,0.1099906,0.3368195
5/7/3/5/7/7/7/6/2 3 3,X,-0.5,3.5,SLEEP,Z,0.08520926,0.2930874
5/7/3/5/7/7/7/6/1 3 3,Z,0.5,2.75,SLEEP,Z,0.02894086,0.1660631
5/7/3/5/7/7/7/5/4 3 3,X,-0.5714285714285714285714285714,4.25,SLEEP,Z,0.09194468,0.3610122
5/7/3/5/7/7/7/5/2 3 3,X,-0.5,2.75,SLEEP,Z,0.05944383,0.2286203
5/7/3/5/7/7/7/5/1 3 3,X,-0.4285714285714285714285714286,3,SLEEP,Z,0.05325897,0.3140435
5/7/3/5/7/7/7/3/4 3 3,X,-0.5714285714285714285714285714,3.75,SLEEP,Z,0.0965446,0.2797531
5/7/3/5/7/7/7/3/2 3 3,X,-0.5,2.25,SLEEP,Z,0.07384793,0.334424
5/7/3/5/7/7/7/3/1 3 3,Z,-0.5,2.75,SLEEP,Z,0.04206086,0.1848162
5/7/3/3/2/6/7/7/7 3 3,Z,-0.5833333333333333333333333333,5.75,SLEEP,Z,0.08808111,0.4384143
5/7/3/3/2/5/7/7/7 3 3,X,-0.5,6.5,SLEEP,Z,0.0911671,0.2755103
5/7/3/3/2/3/7/7/7 3 3,X,-0.5,3.75,SLEEP,Z,0.09383169,0.405262
5/7/3/3/2/7/6/7/7 3 3,X,-0.5714285714285714285714285714,7,SLEEP,Z,0.089772,0.3831908
5/7/3/3/2/7/5/7/7 3 3,X,-0.5,2.5,SLEEP,Z,0.05772234,0.1596849
