board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
2/2/2/5/7/7/7/7/7 3 3,X,0,6.5,SLEEP,Z,0.05338365,0.2899683
2/2/2/3/7/7/7/7/7 3 3,Z,-0.5,8,SLEEP,Z,0.05670821,0.5364564
2/2/2/7/6/7/7/7/7 3 3,X,0.5,29.5,SLEEP,Z,0.06330102,0.2837617
2/2/2/7/5/7/7/7/7 3 3,X,0,9.5,SLEEP,Z,0.06005304,0.2803793
2/2/2/7/3/7/7/7/7 3 3,X,-0.5,59,SLEEP,Z,0.1115446,0.4588068
2/2/2/7/7/5/7/7/7 3 3,X,0,29,SLEEP,Z,0.1307717,0.561278
2/2/2/7/7/3/7/7/7 3 3,Z,-0.5,12,SLEEP,Z,0.05458354,0.2931563
2/2/2/7/7/7/6/7/7 3 3,X,0.5,2.5,SLEEP,Z,0.02702955,0.1483558
2/2/2/7/7/7/5/7/7 3 3,X,0,4.5,SLEEP,Z,0.0474365,0.1586001
2/2/2/7/7/7/3/7/7 3 3,X,-0.5,46,SLEEP,Z,0.07642275,0.3737189
2/2/2/7/7/7/7/5/7 3 3,X,0,9,SLEEP,Z,0.04403583,0.1845035
2/2/2/7/7/7/7/3/7 3 3,Z,-0.5,7,SLEEP,Z,0.03618092,0.1609955
2/2/2/7/7/7/7/7/6 3 3,X,-0.1333333333333333333333333333,1.5,SLEEP,Z,0.02800066,0.2627779
2/2/2/7/7/7/7/7/5 3 3,X,0,104.5,SLEEP,Z,0.1319513,0.5158696
2/2/2/7/7/7/7/7/3 3 3,X,0.1333333333333333333333333333,13.5,SLEEP,Z,0.09063083,0.3091274
2/2/6/6/5/7/7/7/7 3 3,X,0.5,146.5,SLEEP,Z,0.1200807,0.36443
2/2/6/6/7/3/7/7/7 3 3,Z,0.5714285714285714285714285714,41,SLEEP,Z,0.08011819,0.2893635
2/2/6/6/7/7/5/7/7 3 3,X,0.5,60,SLEEP,Z,0.1011885,0.3579832
2/2/6/6/7/7/7/6/7 3 3,X,0.5,91,SLEEP,Z,0.1088359,0.4188322
2/2/6/6/7/7/7/5/7 3 3,X,0.5,19,SLEEP,Z,0.1161618,0.2722045
2/2/6/6/7/7/7/3/7 3 3,Z,0.5714285714285714285714285714,23.5,SLEEP,Z,0.1101492,0.4147925
2/2/6/5/6/7/7/7/7 3 3,X,0.5,15,SLEEP,Z,0.1386178,0.3583459
2/2/6/5/5/7/7/7/7 3 3,X,0.5,17.5,SLEEP,Z,0.09356822,0.3480408
2/2/6/5/3/7/7/7/7 3 3,X,0.5625,57.5,SLEEP,Z,0.1295823,0.4536876
2/2/6/5/7/6/7/7/7 3 3,X,0.5,10,SLEEP,Z,0.07125373,0.5062644
2/2/6/5/7/5/7/7/7 3 3,X,0.5,39.5,SLEEP,Z,0.1140498,0.4583619
2/2/6/5/7/3/7/7/7 3 3,X,0.5,32.5,SLEEP,Z,0.1237652,0.488682
2/2/6/5/7/7/6/7/7 3 3,X,0.5,55.5,SLEEP,Z,0.08853465,0.3174101
2/2/6/5/7/7/5/7/7 3 3,X,0.5,8,SLEEP,Z,0.1202572,0.2745733
2/2/6/5/7/7/3/7/7 3 3,X,0.5625,71,SLEEP,Z,0.1543354,0.5035747
2/2/6/5/7/7/7/5/7 3 3,X,0.5,17.5,SLEEP,Z,0.08190408,0.3654405
2/2/6/5/7/7/7/3/7 3 3,X,0.5,22,SLEEP,Z,0.09522554,0.2819545
2/2/6/5/7/7/7/7/6 3 3,X,0.4375,39,SLEEP,Z,0.09954669,0.4615655
