board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
3/3/6/7/7/3/5/5/3 3 3,X,0.5714285714285714285714285714,8,SLEEP,Z,0.05495532,0.2385988
3/3/6/7/7/3/5/2/7 3 3,X,-0.5555555555555555555555555556,8,SLEEP,Z,0.04658326,0.1339035
3/3/6/7/7/3/5/3/6 3 3,X,-0.6111111111111111111111111111,2,SLEEP,Z,0.03124596,0.1398674
3/3/6/7/7/3/5/3/5 3 3,X,-0.5555555555555555555555555556,4,SLEEP,Z,0.1121755,0.3823892
3/3/6/7/7/3/5/3/3 3 3,X,0.5714285714285714285714285714,8,SLEEP,Z,0.09453245,0.2641911
3/3/6/7/7/3/5/6/6 3 3,Z,-0.6666666666666666666666666667,10,SLEEP,Z,0.08055615,0.3200192
3/3/6/7/7/3/5/7/4 3 3,X,-0.6111111111111111111111111111,6,SLEEP,Z,0.03703234,0.152943
3/3/6/7/7/3/5/7/2 3 3,X,-0.5555555555555555555555555556,6,SLEEP,Z,0.04996733,0.2078911
3/3/6/7/7/3/5/6/5 3 3,Z,-0.6666666666666666666666666667,6,SLEEP,Z,0.10506,0.318236
3/3/6/7/7/3/5/7/1 3 3,X,0.5714285714285714285714285714,4,SLEEP,Z,0.04044617,0.1095217
3/3/6/7/7/3/5/6/3 3 3,Z,-0.6666666666666666666666666667,12,SLEEP,Z,0.07582631,0.2772296
3/3/6/7/7/3/3/2/7 3 3,X,0.5714285714285714285714285714,12,SLEEP,Z,0.1217989,0.4248129
3/3/6/7/7/3/3/6/6 3 3,X,-0.75,8,SLEEP,Z,0.05529358,0.1852066
3/3/6/7/7/3/3/6/5 3 3,Z,-0.6666666666666666666666666667,28,SLEEP,Z,0.1333463,0.3965364
3/3/6/7/7/3/3/6/3 3 3,Z,-0.6666666666666666666666666667,8,SLEEP,Z,0.09444591,0.335061
3/3/6/7/7/3/3/5/6 3 3,X,-0.75,8,SLEEP,Z,0.04990988,0.2074132
3/3/6/7/7/3/3/5/5 3 3,X,0.5714285714285714285714285714,10,SLEEP,Z,0.1098664,0.3508775
3/3/6/7/7/3/3/5/3 3 3,X,0.6428571428571428571428571428,6,SLEEP,Z,0.03434133,0.1297695
3/3/6/7/7/3/3/3/6 3 3,X,-0.75,4,SLEEP,Z,0.01591833,0.05669576
3/3/6/7/7/3/3/3/5 3 3,X,0.5714285714285714285714285714,6,SLEEP,Z,0.04371453,0.1734908
3/3/6/7/7/3/3/3/3 3 3,X,0.6428571428571428571428571428,6,SLEEP,Z,0.0351949,0.1351194
3/3/6/7/7/3/3/7/4 3 3,X,-0.75,8,SLEEP,Z,0.06038134,0.2241578
3/3/6/7/7/3/3/7/2 3 3,X,0.5714285714285714285714285714,10,SLEEP,Z,0.1114578,0.361587
3/3/6/7/7/3/3/7/1 3 3,X,0.6428571428571428571428571428,4,SLEEP,Z,0.02094822,0.08714611
3/3/6/7/7/3/7/2/6 3 3,X,-0.6111111111111111111111111111,4,SLEEP,Z,0.03858079,0.1296807
3/3/6/7/7/3/7/2/5 3 3,X,-0.5555555555555555555555555556,8,SLEEP,Z,0.1071234,0.3952705
3/3/6/7/7/3/7/2/3 3 3,X,0.5714285714285714285714285714,8,SLEEP,Z,0.04274516,0.1754845
3/3/6/7/7/3/7/6/4 3 3,Z,-0.6666666666666666666666666666,4,SLEEP,Z,0.0842232,0.3608369
3/3/6/7/7/3/7/6/2 3 3,Z,-0.6666666666666666666666666666,6,SLEEP,Z,0.06181693,0.2436742
3/3/6/7/7/3/7/6/1 3 3,Z,-0.6666666666666666666666666666,10,SLEEP,Z,0.1210213,0.3614326
3/3/6/7/7/3/7/5/4 3 3,X,-0.6111111111111111111111111111,10,SLEEP,Z,0.05794573,0.2703458
3/3/6/7/7/3/7/5/2 3 3,X,-0.5555555555555555555555555556,2,SLEEP,Z,0.01634429,0.06954741
3/3/6/7/7/3/7/5/1 3 3,X,0.5714285714285714285714285714,4,SLEEP,Z,0.03823853,0.1544872
3/3/6/7/7/3/7/3/4 3 3,X,-0.6111111111111111111111111111,8,SLEEP,Z,0.05612809,0.2265496
3/3/6/7/7/3/7/3/2 3 3,X,-0.5555555555555555555555555556,8,SLEEP,Z,0.05161735,0.228663
3/3/6/7/7/3/7/3/1 3 3,X,0.5714285714285714285714285714,2,SLEEP,Z,0.03011069,0.1198049
3/3/6/7/7/7/2/2/7 3 3,X,-0.5555555555555555555555555556,14,SLEEP,Z,0.1188994,0.3820344
3/3/6/7/7/7/2/6/6 3 3,X,-0.6111111111111111111111111111,10,SLEEP,Z,0.09099893,0.3644595
3/3/6/7/7/7/2/6/5 3 3,Z,-0.5625,14,SLEEP,Z,0.1536044,0.4961245
3/3/6/7/7/7/2/6/3 3 3,X,0.5714285714285714285714285714,8,SLEEP,Z,0.06186349,0.2216929
3/3/6/7/7/7/2/5/6 3 3,X,-0.6111111111111111111111111111,12,SLEEP,Z,0.1003001,0.3554229
3/3/6/7/7/7/2/5/5 3 3,X,-0.5555555555555555555555555556,6,SLEEP,Z,0.02998547,0.1274236
3/3/6/7/7/7/2/5/3 3 3,X,0.5714285714285714285714285714,6,SLEEP,Z,0.1215505,0.1428267
3/3/6/7/7/7/2/3/6 3 3,X,-0.6111111111111111111111111111,8,SLEEP,Z,0.1259293,0.4104659
3/3/6/7/7/7/2/3/5 3 3,X,-0.5555555555555555555555555556,10,SLEEP,Z,0.05480729,0.2264874
3/3/6/7/7/7/2/3/3 3 3,X,0.5714285714285714285714285714,6,SLEEP,Z,0.0686951,0.2575388
3/3/6/7/7/7/2/7/4 3 3,X,-0.6111111111111111111111111111,4,SLEEP,Z,0.0861077,0.4387779
3/3/6/7/7/7/2/7/2 3 3,X,-0.5555555555555555555555555556,8,SLEEP,Z,0.1224358,0.4033272
3/3/6/7/7/7/2/7/1 3 3,X,0.5714285714285714285714285714,8,SLEEP,Z,0.09739444,0.3460988
