board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
7/5/3/7/7/6/2/5/6 3 3,X,-0.5769230769230769230769230769,4,SLEEP,Z,0.06236322,0.1936525
7/5/3/7/7/6/2/5/5 3 3,X,-0.5,2,SLEEP,Z,0.0469866,0.1553174
7/5/3/7/7/6/2/5/3 3 3,Z,0.5,2,SLEEP,Z,0.02365964,0.05667043
7/5/3/7/7/6/2/3/6 3 3,Z,0.7,4,SLEEP,Z,0.06636365,0.2010691
7/5/3/7/7/6/2/3/5 3 3,Z,0.7,2,SLEEP,Z,0.02472728,0.09095933
7/5/3/7/7/6/2/3/3 3 3,Z,0.7,4,SLEEP,Z,0.1194416,0.1986315
7/5/3/7/7/6/2/7/4 3 3,X,-0.5769230769230769230769230769,4,SLEEP,Z,0.03740116,0.1352137
7/5/3/7/7/6/2/7/2 3 3,X,-0.5,2,SLEEP,Z,0.01952215,0.06271588
7/5/3/7/7/6/2/7/1 3 3,Z,0.5,2,SLEEP,Z,0,0
7/5/3/7/7/6/6/2/6 3 3,X,-0.6538461538461538461538461538,4,SLEEP,Z,0.13271,0.3713851
7/5/3/7/7/6/6/2/5 3 3,X,-0.5769230769230769230769230769,4,SLEEP,Z,0.07787737,0.1919705
7/5/3/7/7/6/6/2/3 3 3,X,0.8333333333333333333333333333,2,SLEEP,Z,0.01555582,0.0529756
7/5/3/7/7/6/6/6/4 3 3,X,-0.6538461538461538461538461538,6,SLEEP,Z,0.1239747,0.3805466
7/5/3/7/7/6/6/6/2 3 3,X,-0.5769230769230769230769230769,4,SLEEP,Z,0.03688781,0.1326818
7/5/3/7/7/6/6/6/1 3 3,X,0.8333333333333333333333333333,4,SLEEP,Z,0.1376855,0.3825259
7/5/3/7/7/6/6/5/4 3 3,X,-0.6538461538461538461538461538,4,SLEEP,Z,0.05094296,0.1983792
7/5/3/7/7/6/6/5/2 3 3,X,-0.5769230769230769230769230769,4,SLEEP,Z,0.02719049,0.1088611
7/5/3/7/7/6/6/5/1 3 3,X,0.8333333333333333333333333333,2,SLEEP,Z,0.006819222,0.02598253
7/5/3/7/7/6/6/3/4 3 3,Z,0.7,4,SLEEP,Z,0.07147349,0.2708528
7/5/3/7/7/6/6/3/2 3 3,Z,0.7,2,SLEEP,Z,0.05503965,0.1753945
