board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
7/3/3/4/7/6/7/6/3 3 3,Z,1.6666666666666666666666666666,0,BLOCK,Z,0.09542938,0.6415626
7/3/3/6/7/4/7/6/3 3 3,Z,1.7142857142857142857142857142,0,BLOCK,Z,0.3651903,0.4623709
7/3/3/6/7/6/7/4/3 3 3,Z,2,2,BLOCK,Z,1.636126,1.075997
7/3/3/4/7/6/7/5/6 3 3,Z,1.8333333333333333333333333334,0,BLOCK,Z,0.3749182,0.9828498
7/3/3/6/7/4/7/5/6 3 3,Z,2,0,BLOCK,Z,0.6154057,0.6734761
7/3/3/6/7/6/7/1/6 3 3,Z,-2,0,BLOCK,Z,0.7674579,0.708967
7/3/3/4/7/6/7/5/5 3 3,Z,1.8333333333333333333333333334,2,BLOCK,Z,0.8995827,1.020191
7/3/3/6/3/6/7/5/5 3 3,Z,-0.6333333333333333333333333333,302,TIMEOUT,Z,0.02292833,0.01162174
7/3/3/6/7/4/7/5/5 3 3,Z,2,0,BLOCK,Z,0.5943196,0.4611593
7/3/3/6/7/6/7/1/5 3 3,Z,-2,0,BLOCK,Z,0.509692,0.6373201
7/3/2/6/7/6/7/5/3 3 3,Z,-0.6333333333333333333333333333,302,TIMEOUT,Z,0.02347871,0.009680452
7/3/3/4/7/6/7/5/3 3 3,Z,1.8333333333333333333333333334,0,BLOCK,Z,0.6979892,0.859403
7/3/3/6/7/4/7/5/3 3 3,Z,2,0,BLOCK,Z,0.5878638,0.4511299
7/3/3/6/7/6/7/1/3 3 3,Z,-2,0,BLOCK,Z,0.8640081,0.8410201
7/3/3/4/7/6/7/3/6 3 3,Z,2,0,BLOCK,Z,0.3105844,0.7457268
7/3/3/6/7/4/7/3/6 3 3,Z,2.2857142857142857142857142858,2,BLOCK,Z,1.53998,1.034038
7/3/3/4/7/6/7/3/5 3 3,Z,2,0,BLOCK,Z,0.3749504,0.9045197
7/3/3/6/7/4/7/3/5 3 3,Z,2.2857142857142857142857142858,2,BLOCK,Z,1.593465,1.026373
7/3/3/4/7/6/7/3/3 3 3,Z,2,0,BLOCK,Z,0.4811493,0.8232603
7/3/3/6/7/4/7/3/3 3 3,Z,2.2857142857142857142857142858,0,BLOCK,Z,0.3131602,0.4485879
7/3/3/6/7/6/5/3/3 3 3,Z,0.6666666666666666666666666667,302,TIMEOUT,Z,0.03803599,0.01923895
