board,cog_axis,cog_value,unity_time,unity_state,unity_axis,unity_mav,unity_mlv
7/5/4/7/3/6/5/7/3 3 3,X,2.2857142857142857142857142856,0,BLOCK,X,0.6259944,0.7907976
7/5/6/7/3/4/5/7/3 3 3,Z,2,2,BLOCK,Z,1.146063,0.8227525
7/5/6/7/3/6/1/7/3 3 3,X,-1.6,2,BLOCK,X,1.301523,0.8359308
7/1/6/7/3/6/3/6/7 3 3,Z,-2.25,0,BLOCK,Z,0.6928716,0.4079403
7/5/4/7/3/6/3/6/7 3 3,X,2.2857142857142857142857142856,0,BLOCK,X,0.7248904,0.7576652
7/5/6/7/3/4/3/6/7 3 3,Z,1.7142857142857142857142857142,0,BLOCK,Z,0.4716462,0.7913212
7/5/6/7/3/6/3/4/7 3 3,Z,2,0,BLOCK,Z,1.675661,1.055896
7/1/6/7/3/6/3/5/7 3 3,Z,-2.125,2,BLOCK,Z,0.9589419,0.6210712
7/5/4/7/3/6/3/5/7 3 3,X,2.2857142857142857142857142856,0,BLOCK,X,0.5220339,0.7567636
7/5/6/7/3/4/3/5/7 3 3,Z,2,0,BLOCK,Z,0.7658535,0.8437361
7/5/6/7/3/6/3/1/7 3 3,Z,-2,0,BLOCK,Z,1.101388,0.8330943
7/1/6/7/3/6/3/3/7 3 3,Z,-2,2,BLOCK,Z,0.979094,0.634637
7/5/4/7/3/6/3/3/7 3 3,X,2.2857142857142857142857142856,0,BLOCK,X,0.4686929,0.741397
7/5/6/7/3/4/3/3/7 3 3,Z,2.2857142857142857142857142858,0,BLOCK,Z,0.6486211,0.7221248
7/1/6/7/3/6/3/7/6 3 3,Z,-2.125,2,BLOCK,Z,0.8581539,0.6035006
7/5/4/7/3/6/3/7/6 3 3,X,2.1428571428571428571428571428,0,BLOCK,X,0.5658703,0.8232227
7/5/6/7/3/4/3/7/6 3 3,Z,2,0,BLOCK,Z,0.7091787,0.8253838
7/1/6/7/3/6/3/7/5 3 3,Z,-2.125,0,BLOCK,Z,0.5021653,0.3169822
7/5/4/7/3/6/3/7/5 3 3,X,2.2857142857142857142857142856,2,BLOCK,X,1.308973,0.7551812
7/5/6/7/3/4/3/7/5 3 3,Z,2,0,BLOCK,Z,0.8317534,0.7630492
7/1/6/7/3/6/3/7/3 3 3,Z,-2.125,0,BLOCK,Z,0.8243265,0.580126
7/5/4/7/3/6/3/7/3 3 3,X,2.4285714285714285714285714286,0,BLOCK,X,0.6149535,0.6196675
7/5/6/7/3/4/3/7/3 3 3,Z,2,0,BLOCK,Z,0.8270354,0.7931117
7/1/6/7/3/6/7/2/7 3 3,Z,-2.125,2,BLOCK,Z,0.9213079,0.6960743
7/5/4/7/3/6/7/2/7 3 3,X,2.1428571428571428571428571428,0,BLOCK,X,0.6840514,0.4110952
7/5/6/7/3/4/7/2/7 3 3,Z,2,0,BLOCK,Z,0.1986359,0.2842955
7/1/6/7/3/6/7/6/6 3 3,Z,-2.25,0,BLOCK,Z,0.2591938,0.2493283
7/5/4/7/3/6/7/6/6 3 3,X,2,0,BLOCK,X,0.5275832,0.72063
7/5/6/7/3/4/7/6/6 3 3,Z,1.7142857142857142857142857142,0,BLOCK,Z,0.455115,0.7795984
7/5/6/7/3/6/7/4/6 3 3,Z,2,0,BLOCK,Z,0.4013546,0.5212542
7/1/6/7/3/6/7/6/5 3 3,Z,-2.25,2,BLOCK,Z,0.8741783,0.5425645
7/5/4/7/3/6/7/6/5 3 3,X,2.1428571428571428571428571428,0,BLOCK,X,0.3599117,0.302212
7/5/6/7/3/4/7/6/5 3 3,Z,1.7142857142857142857142857142,0,BLOCK,Z,0.407757,0.6573192
7/5/6/7/3/6/7/4/5 3 3,Z,2,0,BLOCK,Z,0.3042246,0.465638
7/1/6/7/3/6/7/6/3 3 3,Z,-2.25,0,BLOCK,Z,0.5633114,0.5391502
7/5/4/7/3/6/7/6/3 3 3,X,2.2857142857142857142857142856,2,BLOCK,X,1.296134,0.632306
7/5/6/7/3/4/7/6/3 3 3,Z,1.7142857142857142857142857142,2,BLOCK,Z,1.068084,0.7119471
