5/6/7/6/5/7/7/7/3 3 3,Z,0.5,4.8125,SLEEP,0,7,0,1E+16
5/6/7/6/3/6/7/7/7 3 3,X,-0.5,5.625,SLEEP,0,7,0,1E+16
5/6/7/6/3/5/7/7/7 3 3,Z,0.5,4.9375,SLEEP,0,7,0,1E+16
5/6/7/6/3/3/7/7/7 3 3,Z,0.5769230769230769230769230769,4.375,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/6/7/7 3 3,X,-0.5909090909090909090909090909,6.75,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/5/7/7 3 3,Z,0.5,6.9375,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/3/7/7 3 3,Z,0.5,5.375,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/6/7 3 3,X,-0.5,4.3125,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/5/7 3 3,Z,0.5,5.25,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/3/7 3 3,Z,0.5769230769230769230769230769,4.9375,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/7/6 3 3,X,-0.5909090909090909090909090909,6.5625,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/7/5 3 3,Z,0.5,6.6875,SLEEP,0,7,0,1E+16
5/6/7/6/3/7/7/7/3 3 3,Z,0.5,6,SLEEP,0,7,0,1E+16
5/6/7/6/7/2/7/7/7 3 3,Z,0.5,4,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/6/7/7 3 3,Z,0.5,4.9375,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/5/7/7 3 3,Z,0.5,5,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/3/7/7 3 3,Z,0.5,4.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/6/7 3 3,Z,0.5,3.0625,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/5/7 3 3,Z,0.5,3.625,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/3/7 3 3,Z,0.625,5.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/7/6 3 3,Z,0.5,6.125,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/7/5 3 3,Z,0.5,4,SLEEP,0,7,0,1E+16
5/6/7/6/7/6/7/7/3 3 3,Z,0.5,4.0625,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/6/7/7 3 3,Z,0.5,3.8125,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/5/7/7 3 3,Z,0.5,5.1875,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/3/7/7 3 3,Z,0.5,3.1875,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/6/7 3 3,Z,0.5,5.25,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/5/7 3 3,Z,0.5,8.5,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/3/7 3 3,Z,0.5769230769230769230769230769,4.3125,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/7/6 3 3,Z,0.5,6.8125,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/7/5 3 3,Z,0.5,4.75,SLEEP,0,7,0,1E+16
5/6/7/6/7/5/7/7/3 3 3,Z,0.5,6.75,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/6/7/7 3 3,Z,0.5769230769230769230769230769,6.875,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/5/7/7 3 3,Z,0.5769230769230769230769230769,6.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/3/7/7 3 3,Z,0.5769230769230769230769230769,5.125,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/6/7 3 3,Z,-0.625,4.1875,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/5/7 3 3,Z,0.5769230769230769230769230769,7.3125,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/3/7 3 3,Z,0.6538461538461538461538461538,7.4375,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/7/6 3 3,Z,0.5769230769230769230769230769,5,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/7/5 3 3,Z,0.5769230769230769230769230769,5.25,SLEEP,0,7,0,1E+16
5/6/7/6/7/3/7/7/3 3 3,Z,0.5769230769230769230769230769,8.6875,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/2/7/7 3 3,Z,0.5,4.75,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/6/7 3 3,X,0.5,3.0625,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/5/7 3 3,Z,0.5,4.1875,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/3/7 3 3,Z,0.5769230769230769230769230769,6.25,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/7/6 3 3,Z,0.5,4.8125,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/7/5 3 3,Z,0.5,4.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/6/7/3 3 3,X,0.7,6.75,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/6/7 3 3,Z,0.5,5.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/5/7 3 3,Z,0.5,4.375,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/3/7 3 3,Z,0.5769230769230769230769230769,7.25,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/7/6 3 3,Z,0.5,3.125,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/7/5 3 3,Z,0.5,6.875,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/5/7/3 3 3,Z,0.5,4.1875,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/6/7 3 3,X,-0.5,2.5,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/5/7 3 3,Z,0.5,5.4375,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/3/7 3 3,Z,0.5769230769230769230769230769,6.8125,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/7/6 3 3,X,-0.7,4.125,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/7/5 3 3,Z,0.5,5.5,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/3/7/3 3 3,Z,0.5,7.25,SLEEP,0,7,0,1E+16
5/6/7/6/7/7/7/2/7 3 3,Z,0.5,7.3125,SLEEP,0,7,0,1E+16
