pos,cog_axis,cog_value,unity_time,unity_state,unity_av,unity_mav,unity_lv,unity_mlv
7/7/6/7/5/7/6/3/3 3 3,X,0.75,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/6/7/4 3 3,X,0.3571428571428571428571428572,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/6/7/2 3 3,X,0.5,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/6/7/1 3 3,X,0.75,3,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/2/7 3 3,X,0.5,1.875,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/6/6 3 3,Z,0.5,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/6/5 3 3,X,0.5,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/6/3 3 3,X,0.5714285714285714285714285714,4.125,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/5/6 3 3,X,0.4285714285714285714285714286,1,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/5/5 3 3,X,0.5,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/5/3 3 3,X,0.5714285714285714285714285714,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/3/6 3 3,Z,-0.5,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/3/5 3 3,X,0.5,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/3/3 3 3,X,0.5714285714285714285714285714,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/7/4 3 3,X,0.4285714285714285714285714286,1.125,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/7/2 3 3,X,0.5,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/5/7/1 3 3,X,0.5714285714285714285714285714,3,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/2/7 3 3,X,0.5714285714285714285714285714,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/6/6 3 3,X,-0.75,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/6/5 3 3,X,0.5714285714285714285714285714,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/6/3 3 3,X,0.6428571428571428571428571428,3.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/5/6 3 3,X,-0.75,2,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/5/5 3 3,X,0.5714285714285714285714285714,4.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/5/3 3 3,X,0.6428571428571428571428571428,6.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/3/6 3 3,X,-0.75,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/3/5 3 3,X,0.5714285714285714285714285714,3.625,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/3/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/7/4 3 3,X,-0.75,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/7/2 3 3,X,0.5714285714285714285714285714,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/3/7/1 3 3,X,0.6428571428571428571428571428,4.375,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/2/6 3 3,X,0.4285714285714285714285714286,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/2/5 3 3,X,0.5,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/2/3 3 3,X,0.5714285714285714285714285714,2.875,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/6/4 3 3,Z,0.5,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/6/2 3 3,X,0.5,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/6/1 3 3,X,0.5714285714285714285714285714,4.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/5/4 3 3,X,0.4285714285714285714285714286,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/5/2 3 3,X,0.5,1.125,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/5/1 3 3,X,0.5714285714285714285714285714,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/3/4 3 3,Z,-0.5,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/3/2 3 3,X,0.5,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/5/7/7/3/1 3 3,X,0.5714285714285714285714285714,4.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/6/7/7 3 3,X,-0.6111111111111111111111111111,1,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/5/7/7 3 3,X,0.5714285714285714285714285714,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/3/7/7 3 3,X,0.6428571428571428571428571428,3.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/6/7 3 3,X,0.5714285714285714285714285714,3.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/5/7 3 3,X,0.5714285714285714285714285714,2.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/3/7 3 3,X,0.5714285714285714285714285714,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/7/6 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/7/5 3 3,X,0.5714285714285714285714285714,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/2/7/7/3 3 3,X,0.6428571428571428571428571428,4,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/2/7/7 3 3,X,0.5714285714285714285714285714,4.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/6/7 3 3,X,-0.6111111111111111111111111111,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/5/7 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/3/7 3 3,Z,0.6428571428571428571428571429,1.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/7/6 3 3,X,-0.7222222222222222222222222222,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/7/5 3 3,X,-0.6111111111111111111111111111,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/6/7/3 3 3,X,0.7,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/6/7 3 3,X,0.5714285714285714285714285714,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/5/7 3 3,X,0.5714285714285714285714285714,3.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/3/7 3 3,Z,0.6428571428571428571428571429,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/7/6 3 3,X,-0.6111111111111111111111111111,1.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/7/5 3 3,X,0.5714285714285714285714285714,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/5/7/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/6/7 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/5/7 3 3,X,0.6428571428571428571428571428,4.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/3/7 3 3,Z,0.6428571428571428571428571429,4.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/7/6 3 3,X,-0.7,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/7/5 3 3,X,0.6428571428571428571428571428,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/3/7/3 3 3,X,0.7142857142857142857142857143,5.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/2/7 3 3,X,0.5714285714285714285714285714,3.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/6/6 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/6/5 3 3,X,0.5714285714285714285714285714,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/6/3 3 3,X,0.6428571428571428571428571428,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/5/6 3 3,X,-0.6111111111111111111111111111,1,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/5/5 3 3,X,0.5714285714285714285714285714,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/5/3 3 3,X,0.6428571428571428571428571428,5.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/3/6 3 3,Z,0.6428571428571428571428571429,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/3/5 3 3,Z,0.6428571428571428571428571429,4.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/3/3 3 3,Z,0.6428571428571428571428571429,4,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/7/4 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/7/2 3 3,X,0.5714285714285714285714285714,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/6/7/7/1 3 3,X,0.6428571428571428571428571428,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/2/7/7 3 3,X,0.5714285714285714285714285714,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/6/7 3 3,X,-0.6111111111111111111111111111,1.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/5/7 3 3,X,-0.6111111111111111111111111111,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/3/7 3 3,X,-0.6111111111111111111111111111,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/7/6 3 3,X,-0.7222222222222222222222222222,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/7/5 3 3,X,-0.6111111111111111111111111111,1.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/6/7/3 3 3,X,0.7,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/6/7 3 3,X,0.5714285714285714285714285714,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/5/7 3 3,X,0.5714285714285714285714285714,1.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/3/7 3 3,X,0.5714285714285714285714285714,2.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/7/6 3 3,X,-0.6111111111111111111111111111,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/7/5 3 3,X,0.5714285714285714285714285714,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/5/7/3 3 3,X,0.6428571428571428571428571428,4.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/6/7 3 3,X,0.6428571428571428571428571428,4.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/5/7 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/3/7 3 3,X,0.6428571428571428571428571428,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/7/6 3 3,X,-0.7,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/7/5 3 3,X,0.6428571428571428571428571428,4,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/3/7/3 3 3,X,0.7142857142857142857142857143,6.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/2/7 3 3,X,0.5714285714285714285714285714,4.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/6/6 3 3,X,-0.6111111111111111111111111111,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/6/5 3 3,X,0.5714285714285714285714285714,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/6/3 3 3,X,0.6428571428571428571428571428,2.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/5/6 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/5/5 3 3,X,0.5714285714285714285714285714,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/5/3 3 3,X,0.6428571428571428571428571428,4,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/3/6 3 3,X,-0.6111111111111111111111111111,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/3/5 3 3,X,0.5714285714285714285714285714,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/3/3 3 3,X,0.6428571428571428571428571428,2.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/7/4 3 3,X,-0.6111111111111111111111111111,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/7/2 3 3,X,0.5714285714285714285714285714,2.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/5/7/7/1 3 3,X,0.6428571428571428571428571428,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/2/7/7 3 3,X,0.5714285714285714285714285714,4.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/6/7 3 3,Z,-0.6428571428571428571428571429,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/5/7 3 3,X,-0.6111111111111111111111111111,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/3/7 3 3,X,-0.6111111111111111111111111111,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/7/6 3 3,X,-0.7222222222222222222222222222,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/7/5 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/6/7/3 3 3,X,0.7,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/6/7 3 3,Z,-0.6428571428571428571428571429,3.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/5/7 3 3,X,0.5714285714285714285714285714,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/3/7 3 3,X,0.5714285714285714285714285714,2.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/7/6 3 3,X,-0.6111111111111111111111111111,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/7/5 3 3,X,0.5714285714285714285714285714,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/5/7/3 3 3,X,0.6428571428571428571428571428,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/6/7 3 3,Z,-0.6428571428571428571428571429,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/5/7 3 3,X,0.6428571428571428571428571428,5.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/3/7 3 3,X,0.6428571428571428571428571428,4.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/7/6 3 3,X,-0.7,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/7/5 3 3,X,0.6428571428571428571428571428,2.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/3/7/3 3 3,X,0.7142857142857142857142857143,6,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/2/7 3 3,X,0.5714285714285714285714285714,3.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/6/6 3 3,Z,-0.6428571428571428571428571429,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/6/5 3 3,Z,-0.6428571428571428571428571429,4.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/6/3 3 3,Z,-0.6428571428571428571428571429,3.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/5/6 3 3,X,-0.6111111111111111111111111111,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/5/5 3 3,X,0.5714285714285714285714285714,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/5/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/3/6 3 3,X,-0.6111111111111111111111111111,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/3/5 3 3,X,0.5714285714285714285714285714,4.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/3/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/7/4 3 3,X,-0.6111111111111111111111111111,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/7/2 3 3,X,0.5714285714285714285714285714,1.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/3/7/7/1 3 3,X,0.6428571428571428571428571428,4,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/6/7 3 3,X,0.5714285714285714285714285714,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/5/7 3 3,X,0.5714285714285714285714285714,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/3/7 3 3,X,0.5714285714285714285714285714,3.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/7/6 3 3,X,-0.6111111111111111111111111111,1,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/7/5 3 3,X,0.5714285714285714285714285714,2.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/2/7/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/2/7 3 3,X,-0.6111111111111111111111111111,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/6/6 3 3,X,-0.7222222222222222222222222222,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/6/5 3 3,X,-0.6111111111111111111111111111,1,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/6/3 3 3,X,0.75,3.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/5/6 3 3,X,-0.7222222222222222222222222222,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/5/5 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/5/3 3 3,X,0.75,2.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/3/6 3 3,X,-0.7222222222222222222222222222,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/3/5 3 3,X,-0.6111111111111111111111111111,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/3/3 3 3,X,0.75,2.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/7/4 3 3,X,-0.7222222222222222222222222222,1,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/7/2 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/6/7/1 3 3,X,0.75,1.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/2/7 3 3,X,0.5714285714285714285714285714,3.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/6/6 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/6/5 3 3,X,0.5714285714285714285714285714,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/6/3 3 3,X,0.6428571428571428571428571428,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/5/6 3 3,X,-0.6111111111111111111111111111,1.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/5/5 3 3,X,0.5714285714285714285714285714,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/5/3 3 3,X,0.6428571428571428571428571428,3.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/3/6 3 3,X,-0.6111111111111111111111111111,2.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/3/5 3 3,X,0.5714285714285714285714285714,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/3/3 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/7/4 3 3,X,-0.6111111111111111111111111111,0.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/7/2 3 3,X,0.5714285714285714285714285714,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/5/7/1 3 3,X,0.6428571428571428571428571428,3.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/2/7 3 3,X,0.6428571428571428571428571428,4.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/6/6 3 3,X,-0.75,0.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/6/5 3 3,X,0.6428571428571428571428571428,3.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/6/3 3 3,X,0.7142857142857142857142857143,6.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/5/6 3 3,X,-0.75,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/5/5 3 3,X,0.6428571428571428571428571428,3.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/5/3 3 3,X,0.7142857142857142857142857143,7.625,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/3/6 3 3,X,-0.75,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/3/5 3 3,X,0.6428571428571428571428571428,4.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/3/3 3 3,X,0.7142857142857142857142857143,6.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/7/4 3 3,X,-0.75,2.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/7/2 3 3,X,0.6428571428571428571428571428,3.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/3/7/1 3 3,X,0.7142857142857142857142857143,3.75,SLEEP,0,7,0,1E+16
6/7/6/7/3/7/3/7/3 3 3,X,0.7,9.125,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/2/6 3 3,X,-0.6111111111111111111111111111,1.5,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/2/5 3 3,X,0.5714285714285714285714285714,1.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/2/3 3 3,X,0.6428571428571428571428571428,4.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/6/4 3 3,X,-0.6111111111111111111111111111,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/6/2 3 3,X,0.5714285714285714285714285714,2,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/6/1 3 3,X,0.6428571428571428571428571428,3.875,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/5/4 3 3,X,-0.6111111111111111111111111111,2.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/5/2 3 3,X,0.5714285714285714285714285714,1.75,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/5/1 3 3,X,0.6428571428571428571428571428,3,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/3/4 3 3,X,-0.6111111111111111111111111111,1.25,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/3/2 3 3,X,0.5714285714285714285714285714,3.375,SLEEP,0,7,0,1E+16
7/7/6/7/3/7/7/3/1 3 3,X,0.6428571428571428571428571428,4.375,SLEEP,0,7,0,1E+16
7/7/6/7/7/2/2/7/7 3 3,X,0.5,2.25,SLEEP,0,7,0,1E+16
7/7/6/7/7/2/6/6/7 3 3,X,0.5,1.75,SLEEP,0,7,0,1E+16
